hours_studied,lms_activity_hours,attendance_percent,previous_scores,exam_score,risk_category,risk_level
9.2,28.2,75.5,61,50,Требует внимания,1
3.2,28.9,63.7,69,75,Успешный студент,2
11.7,27.3,83.2,61,72,Требует внимания,1
2.1,16.1,80.0,85,46,В зоне риска,0
11.9,27.0,72.4,77,83,Успешный студент,2
1.0,7.3,71.6,85,12,В зоне риска,0
10.5,26.4,56.4,47,71,Требует внимания,1
5.3,14.4,79.0,73,70,Требует внимания,1
7.1,11.4,50.3,87,65,Требует внимания,1
5.3,27.5,50.3,75,57,Требует внимания,1
8.2,19.8,65.4,55,41,В зоне риска,0
9.3,33.3,60.0,67,57,Требует внимания,1
2.3,13.6,50.3,72,30,В зоне риска,0
4.9,12.4,73.3,67,58,Требует внимания,1
8.2,22.7,79.9,79,29,В зоне риска,0
6.4,5.2,58.2,95,47,В зоне риска,0
4.6,13.4,85.6,52,56,Требует внимания,1
7.5,7.4,66.1,79,34,В зоне риска,0
2.0,8.8,72.3,57,39,В зоне риска,0
1.0,13.9,72.6,64,59,Требует внимания,1
2.1,26.6,68.0,83,65,Требует внимания,1
10.1,13.4,61.5,64,57,Требует внимания,1
5.0,28.1,82.0,58,33,В зоне риска,0
6.7,33.5,50.3,70,64,Требует внимания,1
6.0,13.0,89.9,40,85,Успешный студент,2
6.5,25.5,85.5,89,47,В зоне риска,0
1.9,4.6,50.7,71,19,В зоне риска,0
4.7,5.9,65.3,89,45,В зоне риска,0
4.0,15.8,55.4,79,39,В зоне риска,0
2.9,31.2,50.3,92,65,Требует внимания,1
2.7,19.7,88.2,72,78,Успешный студент,2
4.3,31.8,50.3,95,72,Требует внимания,1
8.8,23.4,83.1,56,56,Требует внимания,1
1.0,17.8,55.6,83,12,В зоне риска,0
1.0,10.6,54.6,94,78,Успешный студент,2
8.0,8.3,54.0,54,58,Требует внимания,1
9.3,21.3,66.8,95,47,В зоне риска,0
3.0,9.2,53.2,89,39,В зоне риска,0
8.3,31.9,65.8,57,52,Требует внимания,1
2.6,3.6,74.1,89,21,В зоне риска,0
4.5,18.8,85.0,54,46,В зоне риска,0
5.7,25.3,82.8,95,50,Требует внимания,1
9.0,14.2,51.3,60,75,Успешный студент,2
7.2,18.6,50.3,95,59,Требует внимания,1
6.4,17.9,85.1,73,38,В зоне риска,0
4.8,9.1,69.7,95,31,В зоне риска,0
9.4,13.8,85.5,58,56,Требует внимания,1
9.5,25.6,100.0,85,44,В зоне риска,0
7.1,9.2,60.7,95,51,Требует внимания,1
8.8,26.3,85.4,83,75,Успешный студент,2
9.0,13.3,79.5,85,71,Требует внимания,1
1.9,28.0,50.3,84,53,Требует внимания,1
9.3,12.0,50.3,69,20,В зоне риска,0
1.5,7.6,58.7,80,48,В зоне риска,0
2.3,13.6,61.4,76,59,Требует внимания,1
2.8,13.4,72.5,57,48,В зоне риска,0
2.2,25.6,54.4,64,42,В зоне риска,0
8.7,22.8,56.3,67,12,В зоне риска,0
2.7,11.5,67.2,93,48,В зоне риска,0
9.5,10.0,89.4,95,27,В зоне риска,0
6.0,16.1,100.0,95,52,Требует внимания,1
2.5,24.5,89.0,75,43,В зоне риска,0
1.8,15.3,69.5,40,60,Требует внимания,1
1.1,7.3,81.7,95,18,В зоне риска,0
8.6,10.6,73.3,61,64,Требует внимания,1
11.8,18.9,90.4,95,48,В зоне риска,0
3.2,12.6,56.2,74,54,Требует внимания,1
6.8,23.5,66.7,67,85,Успешный студент,2
8.0,29.0,52.0,68,57,Требует внимания,1
1.6,15.5,55.2,55,54,Требует внимания,1
6.5,26.0,74.9,66,45,В зоне риска,0
8.3,13.2,56.8,95,80,Успешный студент,2
4.4,25.8,70.7,63,65,Требует внимания,1
5.0,27.0,52.0,95,50,Требует внимания,1
4.7,11.9,66.0,95,48,В зоне риска,0
1.9,9.1,75.4,79,27,В зоне риска,0
11.1,25.4,53.4,87,23,В зоне риска,0
9.9,14.0,66.1,95,39,В зоне риска,0
1.2,6.9,72.8,75,51,Требует внимания,1
3.4,15.5,63.3,90,55,Требует внимания,1
8.8,14.9,64.9,66,26,В зоне риска,0
1.7,18.3,90.3,71,42,В зоне риска,0
1.3,2.4,54.1,43,37,В зоне риска,0
1.1,9.2,95.9,64,60,Требует внимания,1
7.2,8.8,50.5,84,45,В зоне риска,0
4.0,27.3,64.7,95,28,В зоне риска,0
8.1,20.6,50.3,95,48,В зоне риска,0
2.2,27.0,87.9,72,66,Требует внимания,1
7.7,15.8,54.8,64,48,В зоне риска,0
9.9,27.3,74.3,53,55,Требует внимания,1
3.0,14.0,96.1,90,24,В зоне риска,0
1.0,6.2,75.0,95,41,В зоне риска,0
6.5,12.5,51.8,88,41,В зоне риска,0
10.7,20.2,51.1,75,77,Успешный студент,2
3.8,27.3,54.4,84,72,Требует внимания,1
4.8,24.3,77.5,85,69,Требует внимания,1
2.4,24.5,50.3,95,71,Требует внимания,1
8.1,19.6,92.0,80,68,Требует внимания,1
5.3,18.2,66.2,86,54,Требует внимания,1
4.5,19.6,50.3,95,56,Требует внимания,1
5.8,17.6,56.0,85,41,В зоне риска,0
2.0,8.8,64.9,75,43,В зоне риска,0
2.1,8.5,61.2,95,84,Успешный студент,2
6.7,17.6,56.4,71,48,В зоне риска,0
8.8,24.9,89.9,94,62,Требует внимания,1
7.9,22.5,66.5,93,85,Успешный студент,2
5.9,11.6,53.6,92,60,Требует внимания,1
3.6,28.4,79.9,64,69,Требует внимания,1
2.4,6.3,78.9,95,69,Требует внимания,1
2.5,28.1,61.1,45,83,Успешный студент,2
3.6,12.3,67.7,71,42,В зоне риска,0
9.0,26.6,91.9,66,73,Требует внимания,1
5.4,16.8,64.8,95,71,Требует внимания,1
2.2,19.0,70.7,51,72,Требует внимания,1
10.7,16.9,66.6,58,77,Успешный студент,2
4.9,18.4,83.7,82,52,Требует внимания,1
1.9,15.3,57.9,41,53,Требует внимания,1
6.8,15.3,64.6,95,36,В зоне риска,0
3.5,10.9,63.2,63,39,В зоне риска,0
8.7,22.6,76.8,78,75,Успешный студент,2
10.9,16.2,73.2,69,58,Требует внимания,1
1.0,27.5,83.9,47,72,Требует внимания,1
6.1,23.2,72.1,40,72,Требует внимания,1
9.9,15.2,68.1,95,53,Требует внимания,1
3.2,11.7,60.5,66,63,Требует внимания,1
9.8,17.3,74.5,74,59,Требует внимания,1
9.1,6.8,70.6,95,68,Требует внимания,1
4.3,11.9,91.8,88,43,В зоне риска,0
8.7,18.8,70.8,48,68,Требует внимания,1
3.7,19.8,90.5,82,77,Успешный студент,2
10.0,15.6,74.9,78,32,В зоне риска,0
6.6,28.9,64.3,74,52,Требует внимания,1
6.3,21.8,97.7,80,39,В зоне риска,0
7.9,28.9,53.2,90,37,В зоне риска,0
1.0,15.6,72.0,71,36,В зоне риска,0
1.5,15.9,78.0,51,48,В зоне риска,0
2.7,25.8,50.3,91,19,В зоне риска,0
2.1,10.4,65.1,53,46,В зоне риска,0
10.4,6.7,68.5,95,61,Требует внимания,1
8.7,21.8,74.4,58,59,Требует внимания,1
1.2,10.6,52.2,93,59,Требует внимания,1
1.4,2.8,63.7,47,56,Требует внимания,1
2.1,31.7,78.9,61,94,Успешный студент,2
1.0,28.4,55.7,82,39,В зоне риска,0
4.1,12.8,70.5,78,80,Успешный студент,2
5.7,24.5,94.8,81,42,В зоне риска,0
11.6,22.8,50.3,95,46,В зоне риска,0
8.2,22.2,87.6,87,63,Требует внимания,1
1.0,8.1,56.0,71,53,Требует внимания,1
5.9,28.6,77.6,95,57,Требует внимания,1
8.3,19.2,70.3,46,81,Успешный студент,2
1.2,13.6,50.3,87,48,В зоне риска,0
1.6,21.5,91.7,95,57,Требует внимания,1
3.7,18.4,50.3,69,56,Требует внимания,1
3.9,3.0,50.3,82,60,Требует внимания,1
1.0,27.4,82.0,94,48,В зоне риска,0
3.5,11.8,63.7,64,64,Требует внимания,1
3.9,31.1,86.8,79,74,Требует внимания,1
7.9,28.9,61.6,95,44,В зоне риска,0
3.2,24.1,60.9,91,77,Успешный студент,2
9.0,11.2,50.3,85,57,Требует внимания,1
8.6,28.6,93.6,67,59,Требует внимания,1
4.7,20.5,100.0,94,45,В зоне риска,0
5.6,18.8,83.9,86,17,В зоне риска,0
6.7,26.2,60.9,58,85,Успешный студент,2
7.9,25.9,61.0,70,54,Требует внимания,1
7.8,20.2,89.8,95,44,В зоне риска,0
3.6,19.7,88.3,44,70,Требует внимания,1
4.3,24.7,60.3,95,59,Требует внимания,1
3.0,23.1,84.2,72,46,В зоне риска,0
5.7,14.7,65.1,95,54,Требует внимания,1
8.2,31.0,75.0,95,40,В зоне риска,0
3.9,27.6,83.8,71,64,Требует внимания,1
1.5,21.7,53.3,84,60,Требует внимания,1
3.3,8.8,67.1,95,71,Требует внимания,1
1.8,13.4,88.1,73,46,В зоне риска,0
4.1,25.5,50.3,74,38,В зоне риска,0
1.9,15.8,74.0,93,36,В зоне риска,0
3.8,15.1,65.6,47,65,Требует внимания,1
7.0,13.2,52.7,85,30,В зоне риска,0
7.5,28.4,71.3,68,64,Требует внимания,1
6.4,29.2,68.9,95,58,Требует внимания,1
4.3,17.9,77.9,73,86,Успешный студент,2
3.2,6.2,58.5,40,49,В зоне риска,0
7.2,12.2,50.3,66,51,Требует внимания,1
3.4,3.3,71.5,47,39,В зоне риска,0
5.9,21.2,75.9,88,83,Успешный студент,2
1.0,13.3,78.9,72,69,Требует внимания,1
2.5,23.9,84.2,82,42,В зоне риска,0
3.5,8.5,63.8,74,53,Требует внимания,1
2.5,10.4,65.9,42,64,Требует внимания,1
2.5,21.8,90.1,58,43,В зоне риска,0
2.1,7.9,85.5,95,32,В зоне риска,0
5.3,21.4,76.8,85,37,В зоне риска,0
3.3,12.8,68.6,92,59,Требует внимания,1
3.3,22.8,50.3,72,55,Требует внимания,1
3.9,21.3,69.6,57,22,В зоне риска,0
9.9,18.7,69.0,61,76,Успешный студент,2
8.3,24.7,62.0,73,74,Требует внимания,1
3.4,9.9,81.3,77,34,В зоне риска,0
4.0,26.1,75.6,83,76,Успешный студент,2
7.7,11.7,97.9,71,12,В зоне риска,0
11.9,24.5,69.5,95,71,Требует внимания,1
12.0,27.9,92.9,64,45,В зоне риска,0
1.4,4.5,93.9,68,25,В зоне риска,0
3.3,13.8,58.4,95,61,Требует внимания,1
3.4,13.2,62.1,57,74,Требует внимания,1
2.2,14.7,75.2,72,30,В зоне риска,0
1.5,7.8,67.1,95,44,В зоне риска,0
5.7,13.9,80.1,71,73,Требует внимания,1
7.9,6.4,63.3,95,29,В зоне риска,0
5.2,27.2,84.6,95,16,В зоне риска,0
9.6,18.1,100.0,67,60,Требует внимания,1
7.2,28.1,60.5,61,23,В зоне риска,0
3.0,24.9,65.3,63,40,В зоне риска,0
5.0,29.7,53.8,95,70,Требует внимания,1
7.7,12.0,89.3,61,22,В зоне риска,0
3.7,27.0,70.0,57,66,Требует внимания,1
7.0,22.5,50.3,60,66,Требует внимания,1
1.0,21.7,64.2,90,49,В зоне риска,0
1.8,15.4,77.3,75,90,Успешный студент,2
1.8,11.3,68.8,88,57,Требует внимания,1
1.0,11.7,50.3,89,70,Требует внимания,1
6.9,26.9,73.2,87,36,В зоне риска,0
9.1,28.8,55.0,43,69,Требует внимания,1
5.3,26.6,95.4,65,45,В зоне риска,0
5.6,14.3,76.2,52,12,В зоне риска,0
2.5,14.0,50.3,77,22,В зоне риска,0
6.6,6.1,77.5,87,46,В зоне риска,0
7.4,17.4,76.4,48,68,Требует внимания,1
5.6,27.1,54.4,92,44,В зоне риска,0
4.9,10.6,75.9,95,43,В зоне риска,0
11.0,9.6,60.0,76,20,В зоне риска,0
6.8,14.7,71.1,55,43,В зоне риска,0
8.0,28.2,79.0,55,54,Требует внимания,1
7.3,2.8,100.0,58,40,В зоне риска,0
9.5,8.6,84.5,67,63,Требует внимания,1
6.6,13.2,75.4,95,30,В зоне риска,0
3.7,9.9,73.0,64,70,Требует внимания,1
2.7,32.5,64.9,56,48,В зоне риска,0
1.0,11.8,83.4,54,18,В зоне риска,0
3.8,9.8,100.0,72,43,В зоне риска,0
1.0,12.1,64.2,67,47,В зоне риска,0
8.2,15.4,77.4,81,48,В зоне риска,0
7.7,25.0,73.2,46,74,Требует внимания,1
3.8,22.7,72.7,95,31,В зоне риска,0
1.0,28.0,70.1,65,46,В зоне риска,0
2.2,23.8,50.8,66,77,Успешный студент,2
7.1,16.9,70.5,68,79,Успешный студент,2
3.8,15.5,50.5,84,20,В зоне риска,0
12.0,13.7,50.3,64,66,Требует внимания,1
3.4,25.5,83.0,43,12,В зоне риска,0
3.0,28.7,72.7,71,34,В зоне риска,0
5.1,29.0,68.4,89,75,Успешный студент,2
9.1,14.6,61.8,93,55,Требует внимания,1
4.6,27.7,64.6,86,55,Требует внимания,1
1.0,11.7,89.5,72,61,Требует внимания,1
10.6,16.9,50.3,95,57,Требует внимания,1
5.6,17.6,50.7,85,12,В зоне риска,0
4.6,23.5,84.9,92,61,Требует внимания,1
1.2,24.9,51.1,83,69,Требует внимания,1
6.9,27.8,89.9,70,23,В зоне риска,0
10.3,27.4,68.3,92,62,Требует внимания,1
7.8,21.6,85.8,91,51,Требует внимания,1
4.0,8.7,52.7,86,27,В зоне риска,0
4.4,20.5,62.6,95,79,Успешный студент,2
6.0,19.3,92.2,51,61,Требует внимания,1
1.0,5.9,65.9,95,61,Требует внимания,1
7.2,26.7,56.3,95,79,Успешный студент,2
6.2,7.5,91.4,74,63,Требует внимания,1
7.3,14.7,67.8,95,41,В зоне риска,0
1.8,22.4,63.6,60,32,В зоне риска,0
6.5,18.5,50.3,95,54,Требует внимания,1
1.6,7.3,80.8,54,12,В зоне риска,0
2.9,15.9,73.5,95,61,Требует внимания,1
10.1,8.6,85.4,81,74,Требует внимания,1
4.6,13.5,58.1,66,42,В зоне риска,0
7.3,18.0,56.6,88,50,Требует внимания,1
11.4,25.3,68.9,95,63,Требует внимания,1
1.5,20.3,61.5,90,57,Требует внимания,1
3.8,15.8,67.3,70,81,Успешный студент,2
2.4,11.6,74.5,55,76,Успешный студент,2
7.6,9.6,50.3,95,55,Требует внимания,1
2.7,15.5,50.3,80,58,Требует внимания,1
4.6,25.7,77.5,82,66,Требует внимания,1
3.6,27.6,55.4,63,69,Требует внимания,1
1.3,20.6,89.0,95,80,Успешный студент,2
9.1,11.7,65.0,43,74,Требует внимания,1
8.3,11.6,56.4,77,40,В зоне риска,0
3.7,28.2,86.0,56,48,В зоне риска,0
5.0,21.0,65.1,95,59,Требует внимания,1
1.0,30.4,79.1,61,71,Требует внимания,1
2.6,25.0,72.8,95,43,В зоне риска,0
1.3,16.8,50.3,59,53,Требует внимания,1
4.5,10.8,79.4,81,64,Требует внимания,1
1.0,21.9,90.2,79,53,Требует внимания,1
6.6,11.4,61.0,64,58,Требует внимания,1
7.9,22.1,53.2,69,62,Требует внимания,1
1.0,6.9,78.6,85,80,Успешный студент,2
3.3,25.8,54.9,64,79,Успешный студент,2
3.6,23.5,69.0,91,25,В зоне риска,0
3.3,31.1,64.9,55,18,В зоне риска,0
9.1,18.6,70.6,60,54,Требует внимания,1
5.9,23.4,86.3,66,61,Требует внимания,1
10.0,11.3,77.1,67,89,Успешный студент,2
6.4,33.6,50.3,84,75,Успешный студент,2
2.9,8.8,63.5,95,35,В зоне риска,0
5.9,17.8,67.1,63,52,Требует внимания,1
8.9,22.8,98.4,86,51,Требует внимания,1
1.6,18.1,62.1,71,50,Требует внимания,1
7.0,32.2,74.4,56,45,В зоне риска,0
9.8,26.2,82.8,79,67,Требует внимания,1
6.0,15.4,85.6,63,83,Успешный студент,2
10.3,28.1,66.9,40,43,В зоне риска,0
10.6,2.8,74.4,84,64,Требует внимания,1
3.5,23.2,52.7,95,64,Требует внимания,1
